id,Question,Desired_answer,Student_answer,score_me,score_other,score_avg
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Wrapping data and methods into a single unit,2,5,3.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Wrapping data and methods into a single unit,0,3,1.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Wrapping data and methods into a single unit,0,4,2
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Wrapping data and methods into a single unit,0,4,2
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Abstraction,3,4,3.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Overloading,1,0,0.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Overriding,0,1,0.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Composition,1,4,2.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Aggregation,4,1,2.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Cohesion,2,3,2.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Coupling,3,2,2.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Serialization,4,2,3
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Delegation,3,1,2
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Reflection,2,1,1.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Mutability,0,2,1
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Functional programming,2,4,3
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Method chaining,3,4,3.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Garbage collection,2,3,2.5
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Dependency injection,3,3,3
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Procedural programming,1,3,2
15.2,"In object-oriented programming, what is encapsulation?",Wrapping data and methods into a single unit,Algorithm optimization,1,1,1
15.3,What is the default value of an uninitialized int variable in Java?,zero,Zero,5,5,5
15.3,What is the default value of an uninitialized int variable in Java?,zero,Integer default value,3,4,3.5
15.3,What is the default value of an uninitialized int variable in Java?,zero,Default primitive value,1,4,2.5
15.3,What is the default value of an uninitialized int variable in Java?,zero,Initial integer state,0,2,1
15.3,What is the default value of an uninitialized int variable in Java?,zero,Predefined Java value,0,2,1
15.3,What is the default value of an uninitialized int variable in Java?,zero,Memory allocation default,3,3,3
15.3,What is the default value of an uninitialized int variable in Java?,zero,Uninitialized int behavior,5,4,4.5
15.3,What is the default value of an uninitialized int variable in Java?,zero,JVM default,4,3,3.5
15.3,What is the default value of an uninitialized int variable in Java?,zero,Default for class members,4,4,4
15.3,What is the default value of an uninitialized int variable in Java?,zero,Default field value,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,zero,5,5,5
15.3,What is the default value of an uninitialized int variable in Java?,zero,zero,5,5,5
15.3,What is the default value of an uninitialized int variable in Java?,zero,zero,5,5,5
15.3,What is the default value of an uninitialized int variable in Java?,zero,zero,5,5,5
15.3,What is the default value of an uninitialized int variable in Java?,zero,zero,5,5,5
15.3,What is the default value of an uninitialized int variable in Java?,zero,NULL,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,Undefined,2,5,3.5
15.3,What is the default value of an uninitialized int variable in Java?,zero,Random value,3,3,3
15.3,What is the default value of an uninitialized int variable in Java?,zero,MAX_INT,2,3,2.5
15.3,What is the default value of an uninitialized int variable in Java?,zero,MIN_INT,3,4,3.5
15.3,What is the default value of an uninitialized int variable in Java?,zero,none,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,none,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,none,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,none,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,zero,4,5,5
15.3,What is the default value of an uninitialized int variable in Java?,zero,Uninitialized,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,Infinity,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,NaN,0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,"""int""",0,0,0
15.3,What is the default value of an uninitialized int variable in Java?,zero,Empty,1,1,1
15.3,What is the default value of an uninitialized int variable in Java?,zero,System-dependent,3,1,2
15.3,What is the default value of an uninitialized int variable in Java?,zero,Compiler error,2,4,3
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Ensures execution,1,1,1
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Cleanup code execution,5,4,4.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Executes after try and catch,3,4,3.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Handles resource management,4,1,2.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception","Always runs, exception or not",4,4,4
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Used in exception handling,1,3,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Common with try-catch,1,3,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Ensures file closing,5,0,2.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Executes after an exception occurs,2,2,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Executes even without exceptions,0,5,2.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception","Always executes after try-catch, regardless of exception",2,4,3
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception","Always executes after try-catch, regardless of exception",1,0,0.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception","Always executes after try-catch, regardless of exception",1,3,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception","Always executes after try-catch, regardless of exception",1,3,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception","Always executes after try-catch, regardless of exception",1,3,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Handles the exception,1,4,2.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Logs errors,3,3,3
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Replaces catch block,1,3,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Is mandatory in try-catch,4,4,4
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Only executes when needed,4,5,4.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Does nothing,0,4,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Ends the program,1,3,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Throws a new exception,1,2,1.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Halts execution,4,0,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Modifies stack trace,3,1,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Used for debugging,2,1,1.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Only used in multithreading,3,1,2
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Requires return statement,0,1,0.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Only for database connections,1,4,2.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Replaces try block,5,4,4.5
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Compiles without execution,4,2,3
15.4,What does the finally block do in Java?,"Always executes after try-catch, regardless of exception",Not used in Java,2,5,3.5
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Refers to the calling object,3,4,3.5
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Used in instance methods,2,2,2
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Resolves instance variable conflicts,4,4,4
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Common in constructors,1,4,2.5
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Self-referencing object,4,4,4
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Allows method chaining,0,2,1
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Helps in setter methods,4,4,4
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Used in inner classes,1,0,0.5
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Refers to current class object,5,1,3
15.5,What is the primary use of the this keyword in Java?,Refers to the current object instance,Helps in constructor overloading,2,1,1.5
